"id";"winerys";"wine";"winetype";"country region";"averages";"reviews";"images"
"482";"Domaine des Comtes Lafon";"Montrachet Grand Cru 2004";"Whites";"France
·
Montrachet Grand Cru";"4.6";"28 ratings";"https://images.vivino.com/thumbs/7NGox10_SBWN1jRRD_dCdw_pb_x300.png"
"483";"Philippe Pacalet";"Corton-Charlemagne Grand Cru 2011";"Whites";"France
·
Corton-Charlemagne Grand Cru";"4.6";"28 ratings";"https://images.vivino.com/thumbs/P8BKQ1abSK-qVrPyPBNjSw_pb_x300.png"
"484";"Louis Latour";"Corton-Charlemagne Grand Cru 1994";"Whites";"France
·
Corton-Charlemagne Grand Cru";"4.6";"28 ratings";"https://images.vivino.com/thumbs/8UJCVdBiRTKm9LMYcZHAsQ_pb_x300.png"
"485";"Kenzo Estate";"Asatsuyu Sauvignon Blanc 2011";"Whites";"United States
·
Napa Valley";"4.6";"28 ratings";"https://images.vivino.com/thumbs/q1TKjQr5R4uPKk3ffLEMpQ_pb_x300.png"
"486";"Didier Dagueneau (Louis-Benjamin Dagueneau)";"Pur Sang 2002";"Whites";"France
·
Pouilly-Fumé";"4.6";"28 ratings";"https://images.vivino.com/thumbs/7MK_oVtzSPqYjxDUr_d8NQ_pb_x300.png"
"487";"Château-Grillet";"Blanc 2014";"Whites";"France
·
Château-Grillet";"4.6";"29 ratings";"https://images.vivino.com/thumbs/p1f0MpDjTAi4BN-Dp_LMHQ_pb_x300.png"
"488";"Château de Beaucastel";"Vieilles Vignes Roussanne 2017";"Whites";"France
·
Côtes-du-Rhône";"4.6";"28 ratings";"https://images.vivino.com/thumbs/4ZPNCd5fRZ-YfPh4L7MIlQ_pb_x300.png"
"489";"Delas";"Clos Boucher Condrieu 2013";"Whites";"France
·
Condrieu";"4.6";"28 ratings";"https://images.vivino.com/thumbs/mskzOt8bSOmVcuPibZXWiw_pb_x300.png"
"490";"Hugel";"Tradition Pinot Gris 1998";"Whites";"France
·
Alsace";"4.6";"27 ratings";"https://images.vivino.com/thumbs/D4mr1Ll5Tc6dyVaSZORjCw_pb_x300.png"
"491";"Lothian Vineyards";"Vineyard Selection Chardonnay 2014";"Whites";"South Africa
·
Elgin";"4.6";"27 ratings";"https://images.vivino.com/thumbs/xdoEV1phQJOW6T_G9-YVpQ_pb_x300.png"
"492";"Hudson";"Chardonnay 2010";"Whites";"United States
·
Los Carneros";"4.6";"27 ratings";"https://images.vivino.com/thumbs/hK6rHIW7T0CflWb1at-ldA_pb_x300.png"
"493";"Domaine Coche-Dury";"Corton-Charlemagne Grand Cru 2001";"Whites";"France
·
Corton-Charlemagne Grand Cru";"4.6";"27 ratings";"https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png"
"494";"Jarvis";"Estate Finch Hollow Chardonnay (Cave Fermented) 2016";"Whites";"United States
·
Napa Valley";"4.6";"27 ratings";"https://images.vivino.com/thumbs/pQ_92smWRKG7Y7h5_ZwD-w_pb_x300.png"
"495";"Domaine des Ardoisieres";"Quartz 2016";"Whites";"France
·
Vins des Allobroges";"4.6";"27 ratings";"https://images.vivino.com/thumbs/VcsEafEsT5yZSO8guiP93g_pb_x300.png"
"496";"Domaine Leflaive";"Bienvenues-Bâtard-Montrachet Grand Cru 1999";"Whites";"France
·
Bienvenues-Bâtard-Montrachet Grand Cru";"4.6";"27 ratings";"https://images.vivino.com/thumbs/qhfegylxSw6KORIIVt8Lmg_pb_x300.png"
"497";"Garnier et Fils";"Chablis Grand Cru 'Vaudesir' 2014";"Whites";"France
·
Chablis Grand Cru 'Vaudesir'";"4.6";"27 ratings";"https://images.vivino.com/thumbs/MMIcXtgcRJKhp2C6aMhD-w_pb_x300.png"
"498";"Far Niente";"Cave Collection Chardonnay 2008";"Whites";"United States
·
Napa Valley";"4.6";"27 ratings";"https://images.vivino.com/thumbs/fMFM-DDQTbWMrnmWcb0udg_pb_x300.png"
"499";"Kistler";"Stone Flat Vineyard Chardonnay 2010";"Whites";"United States
·
Sonoma Coast";"4.6";"27 ratings";"https://images.vivino.com/thumbs/ke1_wyNvTVW3JOUIb2al2A_pb_x300.png"
"500";"Domaine Leflaive";"Chevalier-Montrachet Grand Cru 2015";"Whites";"France
·
Chevalier-Montrachet Grand Cru";"4.6";"27 ratings";"https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png"
"501";"Château de Meursault";"Puligny-Montrachet 1er Cru Champ Canet 2011";"Whites";"France
·
Puligny-Montrachet Premier Cru";"4.6";"27 ratings";"https://images.vivino.com/thumbs/cDjOBVU0QW-urCYucn2ibw_pb_x300.png"
"502";"Domaine d'Auvenay (Lalou Bize Leroy)";"Auxey-Duresses 2004";"Whites";"France
·
Auxey-Duresses";"4.6";"27 ratings";"https://images.vivino.com/thumbs/OzI_mGYSQdCoymgoYX1KfA_pb_x300.png"
"503";"Penfolds";"Yattarna Chardonnay (BIN 144) 2003";"Whites";"Australia
·
Adelaide Hills";"4.6";"27 ratings";"https://images.vivino.com/thumbs/aMdgLSKeQVybJ-VdZSg6rQ_pb_x300.png"
"504";"Pierre-Yves Colin-Morey";"Chassagne-Montrachet Premier Cru Abbaye de Morgeot 2014";"Whites";"France
·
Chassagne-Montrachet 1er Cru 'Abbaye de Morgeot'";"4.6";"27 ratings";"https://images.vivino.com/thumbs/lj7yTJRLQoWN2vtdyaxcGQ_pb_x300.png"
